fecha;vel viento;dir viento;pm10;pm2.5;no;no2;nox;co;o3
15/09/2023 9:00;2,4;126;15;9;7,2;11,3;18,6;0,5;19,2
15/09/2023 10:00;3,6;98;18,7;9;6,3;6,5;12,8;0,4;24
15/09/2023 11:00;2,9;124;14;7;4,2;3,1;7,4;0,3;27,6
15/09/2023 12:00;2,6;148;15;4;2;0;1,6;0,2;33
15/09/2023 13:00;3,8;107;10,7;6;3,6;2,1;5,7;0,2;33,3
15/09/2023 14:00;3,9;102;8,9;6;4,4;3,4;7,9;0,3;30,6
15/09/2023 15:00;1,9;173;8,6;6;3,2;1,9;5,1;0,2;33,2
15/09/2023 16:00;2,7;119;8;8;4,6;4;8,6;0,3;32,7
15/09/2023 17:00;2,3;123;21,2;9;4,6;5;9,7;0,3;32,6
15/09/2023 18:00;3,4;103;14,8;8;13;13,9;27;0,6;24,9
15/09/2023 19:00;1,8;139;14,6;7;6,1;13,9;20,2;0,4;21,1
15/09/2023 20:00;1,8;149;32,3;15;2,2;12,2;14,4;0,4;20
15/09/2023 21:00;1,6;94;22,9;15;4,8;14,5;19,3;0,5;16,2
15/09/2023 22:00;2,7;91;16,4;9;3,1;6,6;9,8;0,3;24,6
15/09/2023 23:00;2,1;86;12,9;9;3,4;12;15,4;0,4;19,5
16/09/2023 0:00;1,6;41;12,9;9;11,3;26,5;37,7;0,6;1,6
16/09/2023 1:00;0,9;41;11,5;9;16;25,5;41,4;0,6;1,1
16/09/2023 2:00;2,7;99;17,6;9;1,1;7,7;8,7;0,2;19,7
16/09/2023 3:00;1,6;78;18,6;7;0,2;1;1,2;0,1;24,8
16/09/2023 4:00;1,2;344;14,3;10;4,7;13,5;18,2;0,3;9
16/09/2023 5:00;2,3;71;0;16;4,9;17,7;22,7;0,3;3,1
16/09/2023 6:00;0,6;6;18,5;12;25,4;21;46,4;0,5;0,7
16/09/2023 7:00;0,8;351;21,7;18;95,6;31,6;127,2;1,4;1,9
16/09/2023 8:00;2,1;46;37,4;33;69,4;33,4;102,7;1,3;4,1
16/09/2023 9:00;3,5;51;36,2;23;27;21,7;48,6;0,7;16,3
16/09/2023 10:00;3,9;47;33,3;11;7,8;6,8;14,5;0,4;31,7
16/09/2023 11:00;3,7;68;31,8;12;7;4,2;11,2;0,3;31,7
16/09/2023 12:00;3,5;101;25,9;11;2,7;0;2,5;0,2;32
16/09/2023 13:00;4,8;88;18,9;7;7;2,9;9,9;0,3;29
16/09/2023 14:00;4,4;94;21,2;6;5,5;1,8;7,3;0,3;28,7
16/09/2023 15:00;3,7;81;15,3;5;5;1,6;6,6;0,3;29,7
16/09/2023 16:00;3,6;84;12,2;5;3,4;0,3;3,7;0,2;30,4
16/09/2023 17:00;3,3;84;19,6;4;2,5;1;3,5;0,3;30,8
16/09/2023 18:00;3,1;98;25,3;7;6,7;6,8;13,4;0,4;24,1
16/09/2023 19:00;2,5;104;18,4;6;4;8,8;12,9;0,4;20,5
16/09/2023 20:00;1,9;51;15,1;6;11,9;19,3;31,2;0,7;10,5
16/09/2023 21:00;2,1;55;16,4;11;6,2;18,4;24,6;0,6;10,5
16/09/2023 22:00;2,2;56;16,5;13;4,4;12,8;17,3;0,5;13,5
16/09/2023 23:00;1,2;75;19,1;10;3,5;13,9;17,4;0,5;11,5
17/09/2023 0:00;1,7;127;13,5;9;0;2,5;2,4;0,2;22,1
17/09/2023 1:00;2,9;101;13;7;0,5;1,3;1,8;0,3;22,5
17/09/2023 2:00;2;62;9,8;6;0;2,1;2,1;0,3;21,1
17/09/2023 3:00;1;41;14,5;4;1,3;7,3;8,6;0,3;13,8
17/09/2023 4:00;2;32;20,4;8;1,8;9,1;10,9;0,4;11,8
17/09/2023 5:00;1,8;60;15,1;8;1,2;13,3;14,6;0,4;6,4
17/09/2023 6:00;0,8;30;16;16;9;18,1;27,1;0,5;1,4
17/09/2023 7:00;1;4;13,5;10;20,4;18,3;38,6;0,8;2,4
17/09/2023 8:00;1;253;17,6;16;22,7;19,2;41,9;0,9;4,6
17/09/2023 9:00;0,9;12;27,9;18;25,7;25,8;51,5;1;5,5
17/09/2023 10:00;0,8;57;21,2;20;18,5;23,5;42;0,9;11,9
17/09/2023 11:00;1,2;137;27,8;19;11,2;22,5;33,7;0,7;17,7
17/09/2023 12:00;2,3;96;26;19;3,7;3;6,7;0,4;30,6
17/09/2023 13:00;3,8;94;18,5;1;3,1;0,6;3,6;0,3;32,5
17/09/2023 14:00;2,4;126;14;8;0,9;0;0,5;0,3;34,8
17/09/2023 15:00;2,9;108;12,3;6;2,3;0,1;2,5;0,3;33,1
17/09/2023 16:00;3,2;97;12,5;2;0;0;0;0,3;32,3
17/09/2023 17:00;3,6;97;11,1;0;3,6;0,7;4,3;0,4;27,7
17/09/2023 18:00;3,3;101;8,8;0;1,6;0,9;2,6;0,3;27,6
17/09/2023 19:00;3,3;101;7,1;4;1,7;2,8;4,5;0,4;26,5
17/09/2023 20:00;2,7;77;7;7;5;5;10;0,5;21,5
17/09/2023 21:00;2,7;83;0;9;5,4;9,2;14,5;0,5;16,4
17/09/2023 22:00;2;52;0;9;4,7;14,7;19,5;0,5;10,1
17/09/2023 23:00;2;63;9,9;7;1,1;10,1;11,1;0,4;14,3
18/09/2023 0:00;2,5;42;9,7;7;0,9;7,5;8,4;0,4;13,9
18/09/2023 1:00;2,7;85;15,4;6;0;2,9;2,9;0,3;18,9
18/09/2023 2:00;1,7;94;11,3;6;0,2;2;2,3;0,3;21,1
18/09/2023 3:00;3,4;96;8,8;6;0;0;0;0,2;29,6
18/09/2023 4:00;2,3;106;14,2;7;0;0;0;0,2;34,2
18/09/2023 5:00;3,4;93;12;12;1;1,3;2,3;0,3;30,6
18/09/2023 6:00;2,5;96;0;11;11,3;17,3;28,6;0,5;20,6
18/09/2023 7:00;2;113;0;24;5,4;16,5;21,9;0,6;22,8
18/09/2023 8:00;3,2;101;20,3;14;7,2;9,1;16,4;0,6;27,5
18/09/2023 9:00;3,7;91;23,3;18;7,3;6;13,3;0;27,8
18/09/2023 10:00;3,9;103;17,2;8;4,9;3,7;8,6;0;0
18/09/2023 11:00;3,5;99;16;16;5,7;5,3;11;0,5;0
18/09/2023 12:00;3,5;97;20,1;12;0;0;0;0,5;19,9
18/09/2023 13:00;4,6;89;18,8;13;0;0;0;0,6;19,8
18/09/2023 14:00;4,3;91;15,8;0;8;7,9;15,8;0,5;17,2
18/09/2023 15:00;2,8;112;20,2;0;4,7;5,4;10,1;0,5;20,2
18/09/2023 16:00;3,4;88;17,7;0;10,7;12,9;23,6;0,6;11,1
18/09/2023 17:00;2,9;82;20,8;0;11,5;12,8;24,2;0,6;0
18/09/2023 18:00;2;109;22,3;21;8,9;14,2;23,1;0,7;0
18/09/2023 19:00;1,7;108;22,9;10;14,1;22,5;36,5;1;0
18/09/2023 20:00;2,7;95;26,2;9;9,7;15,7;25,4;0,7;0
18/09/2023 21:00;0,7;135;19;17;7;15,2;22,2;0,8;0
18/09/2023 22:00;0,9;210;21,3;13;16,9;29,2;46,1;1,1;0
18/09/2023 23:00;1,9;51;18,2;16;9,1;18,3;27,4;0,7;0
19/09/2023 0:00;2,3;54;19,6;14;0,5;5,4;5,8;0,4;0
19/09/2023 1:00;1,6;47;21;14;0,8;6,1;7;0,2;0
19/09/2023 2:00;2,1;63;15,1;11;0,7;3,1;3,7;0,2;0
19/09/2023 3:00;2,5;81;17,7;8;0,2;1,3;1,5;0,1;0
19/09/2023 4:00;2,7;84;16;11;0;2,1;2;0,1;0,8
19/09/2023 5:00;2,3;104;22,1;13;0,7;3,2;3,9;0,2;0,8
19/09/2023 6:00;1,4;97;16,5;12;17,3;24,6;42;0,5;0,7
19/09/2023 7:00;1,5;67;0;22;45,8;32,3;78,1;1;0,9
19/09/2023 8:00;2,6;89;34;34;16,8;17,6;34,4;1;1
19/09/2023 9:00;2,5;107;42,7;20;6,3;8;14,3;0,5;22
19/09/2023 10:00;2,8;139;30,7;25;2,3;0,1;2,5;0,2;30,6
19/09/2023 11:00;3,8;106;25,6;13;4,8;2,5;7,3;0,3;27,4
19/09/2023 12:00;4,1;109;23,3;9;5,1;2,5;7,6;0,3;25,4
19/09/2023 13:00;3,2;111;19,7;8;4,6;2,2;6,8;0,3;25
19/09/2023 14:00;2,5;147;23,9;11;1,7;0,2;1,9;0,2;32,1
19/09/2023 15:00;3,3;123;19,1;9;3,4;2,5;5,9;0,2;34,1
19/09/2023 16:00;3;131;14,1;12;1,8;0,3;2,1;0,2;36,2
19/09/2023 17:00;2,1;151;15,1;14;3,5;7,6;11,1;0,3;28,7
19/09/2023 18:00;1,9;145;17,5;13;2,6;6,9;9,5;0,4;27,4
19/09/2023 19:00;2,4;109;12,6;10;5,4;11,3;16,7;0,4;22,2
19/09/2023 20:00;3,1;103;15,6;15;7,2;14,2;21,4;0,5;18,9
19/09/2023 21:00;3,2;99;12;11;5,1;13,8;18,8;0,5;18,7
19/09/2023 22:00;3,7;96;13;13;3,5;8,4;11,9;0,3;22,8
19/09/2023 23:00;2,5;95;16,1;8;2,1;9;11,1;0,4;21,8
20/09/2023 0:00;2,2;95;20,6;5;1;8,7;9,7;0,3;20,5
20/09/2023 1:00;1,3;106;15,3;12;0,1;5;5,1;0,2;25
20/09/2023 2:00;1,2;50;21,8;14;0;10,8;10,8;0,3;17,4
20/09/2023 3:00;0,9;42;15,9;12;0,5;10,7;11,2;0,2;15,5
20/09/2023 4:00;1,2;44;12,3;8;1,3;17,5;18,7;0,3;7
20/09/2023 5:00;1,3;37;0;18;15,3;24,6;39,9;0,4;1,3
20/09/2023 6:00;1,2;24;19;12;99;43,4;143,1;0,9;0,9
20/09/2023 7:00;1,5;42;42,3;38;136,6;33,7;170,3;1,9;0,9
20/09/2023 8:00;1,5;31;60,3;51;103,4;34,9;138,2;1,9;1,9
20/09/2023 9:00;1,7;27;71,9;0;67,9;37,1;105,1;1,5;4,9
20/09/2023 10:00;2,6;94;73,6;0;20,3;16,3;36,6;0,7;22,1
20/09/2023 11:00;4;93;56;0;6,4;2,7;9,1;0,3;31,4
20/09/2023 12:00;3,8;95;42,3;9;5,5;2,1;7,6;0,3;30,2
20/09/2023 13:00;4,3;91;31;5;6,5;4,1;10,5;0,4;27,5
20/09/2023 14:00;3,8;88;29,5;6;6,2;3,1;9,3;0,3;27,9
20/09/2023 15:00;2,7;96;22;7;6,2;4,3;10,5;0,3;26,8
20/09/2023 16:00;2,8;104;22,1;6;6,5;5,6;12,1;0,3;24,9
20/09/2023 17:00;2,3;106;27,1;8;8,1;6,4;14,7;0,4;23,6
20/09/2023 18:00;3,7;96;27,1;16;15,7;13,2;28,6;0,7;16,9
20/09/2023 19:00;1,8;124;20;19;6,1;10,4;16,6;0,5;17,7
20/09/2023 20:00;1,6;105;20,9;8;9,8;19,1;28,9;0,7;9,7
20/09/2023 21:00;1,2;45;16,5;12;30,6;27,3;58,1;1;1,3
20/09/2023 22:00;2,3;44;19;19;12,4;21,3;33,7;0,8;2,9
20/09/2023 23:00;1,3;63;29,1;15;12,1;21,9;33,9;0,8;2,1
21/09/2023 0:00;1,5;41;23,1;19;29,5;23,7;53,2;0,9;0,6
21/09/2023 1:00;1,4;25;25,8;13;8,1;19,9;27,9;0,5;3,2
21/09/2023 2:00;1,6;40;19,4;16;4,8;17,4;22,2;0,3;4
21/09/2023 3:00;1,6;69;30,6;15;6,3;16,3;22,6;0,3;2,7
21/09/2023 4:00;1,5;56;22,8;14;14,2;18,5;32,8;0,4;0,6
21/09/2023 5:00;1,1;33;19,9;15;22,2;16,4;38,6;0,5;4,8
21/09/2023 6:00;1,3;17;32,3;16;0;0;0;1,1;0,6
21/09/2023 7:00;1,5;56;46,1;37;72,2;21,2;93,3;0,8;1,8
21/09/2023 8:00;1,9;65;51,6;0;38,6;16,4;54,9;0,6;11,6
21/09/2023 9:00;1,3;224;48,1;16;13;13,9;26,9;0,4;20,7
21/09/2023 10:00;1,2;189;39,9;15;8,9;12,5;21,3;0,4;25,9
21/09/2023 11:00;2,2;168;34,1;16;2,8;0,8;3,6;0,2;33,7
21/09/2023 12:00;2,5;146;29,5;9;0;0;0;0,2;38
21/09/2023 13:00;2,8;133;21,2;11;0;0;0;0,2;35,6
21/09/2023 14:00;2,3;134;22,4;8;0;0;0;0,2;36,4
21/09/2023 15:00;2,1;159;16,8;4;1,6;0,2;1,8;0,2;36,7
21/09/2023 16:00;1,6;152;12,7;6;1,1;0,3;1,4;0,2;38,4
21/09/2023 17:00;2,3;207;20,6;4;9,4;12,5;22;0,3;28,7
21/09/2023 18:00;1,9;164;28,9;20;12,4;15,7;28;0,3;25,6
21/09/2023 19:00;0,8;296;45,5;13;7,5;24,7;32,2;0,4;14,7
21/09/2023 20:00;2;278;39,3;15;6,2;26,6;32,8;0,5;16,5
21/09/2023 21:00;0,8;349;48,5;27;11,5;34,7;46,1;0,6;7,8
21/09/2023 22:00;1,2;19;44,9;29;31,6;41,1;72,7;1;0,5
21/09/2023 23:00;0,9;30;57,3;29;32,7;37,3;70;1;0,4
22/09/2023 0:00;1;291;50,1;27;25,5;34,9;60,3;0,9;0,5
22/09/2023 1:00;1,2;10;54,1;29;27,9;30,8;58,7;0,8;0,1
22/09/2023 2:00;1;35;50,5;25;18,3;27,4;45,7;0,6;0,4
22/09/2023 3:00;0,9;29;42,9;19;12,5;24,4;36,9;0,5;0,1
22/09/2023 4:00;1,5;37;46,1;17;17,6;23,3;40,9;0,4;0,3
22/09/2023 5:00;1,4;51;38,1;21;10,8;20,5;31,2;0,4;1
22/09/2023 6:00;1,5;33;33,9;19;40,3;22,3;62,6;0,6;0,4
22/09/2023 7:00;1,2;41;36,4;26;105,8;28,4;134,2;1,6;1,2
22/09/2023 8:00;1,2;65;51,1;42;76,7;32,8;109,3;1,4;5,2
22/09/2023 9:00;0,9;291;54,4;39;31;34,8;65,6;1;17,5
22/09/2023 10:00;1;177;53,6;27;29,1;57;86,1;1,4;28,2
22/09/2023 11:00;2;82;58;48;11,5;28,7;40,1;0,8;39,9
22/09/2023 12:00;3,7;94;48;21;3,9;2,9;6,8;0,3;35,1
22/09/2023 13:00;1,8;106;34,1;6;3,7;1,6;5,2;0,2;36,8
22/09/2023 14:00;1,2;150;24,7;3;1,5;0;1,4;0,2;38,7
22/09/2023 15:00;3,4;88;18,2;1;5,1;4,8;9,9;0,3;32,5
22/09/2023 16:00;0,3;52;19,4;5;6,1;14;20;0,5;27,5
22/09/2023 17:00;0,7;265;23,7;13;11,5;31,6;43,2;0,7;15,8
22/09/2023 18:00;0,2;247;32;30;36;44,9;81;1,7;2,8
22/09/2023 19:00;1,3;26;32,5;27;43,6;47,6;91,2;2,1;0,4
22/09/2023 20:00;1,2;18;31,5;27;54,3;44,9;99,2;2,1;0,4
22/09/2023 21:00;0,9;319;37,6;33;45,7;37,4;83,1;1,5;0,9
22/09/2023 22:00;1,5;11;37,9;31;13,7;25,9;39,6;0,8;7,1
22/09/2023 23:00;1,4;74;38,4;16;0,7;11,3;12;0,4;20,1
23/09/2023 0:00;1,7;76;27;5;0,2;4,8;4,9;0,2;27,6
23/09/2023 1:00;0,9;199;19,8;6;3,5;24,4;28;0,6;7,7
23/09/2023 2:00;0,2;288;16,6;9;3,4;26,8;30,1;0,6;6,7
23/09/2023 3:00;0,7;348;16,2;8;4,7;28,2;32,8;0,6;3,5
23/09/2023 4:00;1,2;51;14,4;11;2,6;21,3;23,9;0,4;6,2
23/09/2023 5:00;2,5;34;11,2;11;3,5;17,7;21,2;0,3;7,4
23/09/2023 6:00;1,2;23;14,7;10;30,2;26,4;56,7;0,7;2,6
23/09/2023 7:00;0,7;25;16,7;11;52,8;27,1;79,9;1,3;2,3
23/09/2023 8:00;1;197;22,7;18;42,1;33,6;75,7;1,3;7,7
23/09/2023 9:00;1,9;272;28,6;26;22,2;28,2;50,4;0,9;21,8
23/09/2023 10:00;1;9;24,9;20;16;29,8;45,8;0,8;32,3
23/09/2023 11:00;2,4;63;27,5;26;9;19,8;28,9;0,6;42,5
23/09/2023 12:00;1,9;97;21,3;15;3,1;3,9;6,9;0,3;39,8
23/09/2023 13:00;4,6;94;16,5;10;4,3;2,8;7,1;0,3;37,4
23/09/2023 14:00;5,1;93;18,2;6;4,6;2,4;7,1;0,3;36,3
23/09/2023 15:00;0,9;133;13,9;4;5,7;10,4;16,1;0,5;35,9
23/09/2023 16:00;5,2;265;14;10;5,4;14;19,4;0,6;40,1
23/09/2023 17:00;2,1;251;21,5;18;3,2;20,3;23,6;0,7;21,7
23/09/2023 18:00;0,8;189;21,4;21;0,8;19,1;19,9;0,7;20,7
23/09/2023 19:00;0,6;231;23,5;19;3;33,4;36,3;1;7,9
23/09/2023 20:00;1;76;28,6;22;14,5;31,7;46,2;1,1;4,3
23/09/2023 21:00;0,6;79;21,3;15;11,2;26,7;37,9;0,9;3,4
23/09/2023 22:00;1,1;215;29,9;11;12,4;31,7;44,1;1;2,3
23/09/2023 23:00;0,4;66;25,6;18;5,7;25,1;30,8;0,7;6,5
24/09/2023 0:00;0,8;344;25,7;13;6,4;26,6;33;0,7;3,1
24/09/2023 1:00;1,6;40;21,4;15;1,3;16;17,3;0,4;10,7
24/09/2023 2:00;2,1;67;21,2;14;1,3;9,5;10,8;0,3;18
24/09/2023 3:00;1,8;121;15,5;9;0;0;0;0,2;29,6
24/09/2023 4:00;1,1;76;12,3;5;0;1,3;1,2;0,2;29,5
24/09/2023 5:00;1;113;8,9;2;0;7,7;7,5;0,3;21,4
24/09/2023 6:00;0,7;188;12,6;2;0;6,5;6,6;0,2;26,1
24/09/2023 7:00;1,5;149;9,8;4;1,4;5,2;6,6;0,3;29,1
24/09/2023 8:00;2,2;159;8,2;2;1,3;1,4;2,8;0,2;35,8
24/09/2023 9:00;1,8;131;6,5;3;1,8;1,1;2,9;0,2;38
24/09/2023 10:00;2,1;112;6,1;5;0;0;0;0,2;38,9
24/09/2023 11:00;2,9;143;4,9;3;0;0;0;0,1;38,4
24/09/2023 12:00;2,7;151;4,7;4;0;0;0;0,2;38,4
24/09/2023 13:00;1,4;204;6;6;2,1;0,9;3;0,3;37,2
24/09/2023 14:00;3,7;273;0;5;3,9;10,8;14,7;0,6;31,9
24/09/2023 15:00;1,7;159;0;11;2,1;3,2;5,3;0,3;34,4
24/09/2023 16:00;1,2;171;10;8;0,4;0;0,2;0,2;33,1
24/09/2023 17:00;1,6;5;10,7;5;2,1;7,5;9,6;0,5;26,4
24/09/2023 18:00;1,8;160;8,6;8;0,6;4;4,7;0,3;28,8
24/09/2023 19:00;1,8;152;7,1;6;0,1;3,9;4;0,2;27,6
24/09/2023 20:00;1,7;110;6,2;3;1,5;6,3;7,7;0,3;24
24/09/2023 21:00;2;116;5,4;2;0,9;3,7;4,6;0,3;25,9
24/09/2023 22:00;1,5;118;8,7;2;0,3;2,4;2,6;0,3;27,1
24/09/2023 23:00;1,9;165;6,4;3;0;3,3;3;0,2;25,9
25/09/2023 0:00;1,1;180;5,8;4;0,1;4,3;4,3;0,2;24,4
25/09/2023 1:00;2,2;148;5,9;3;0;0;0;0,1;32,8
25/09/2023 2:00;1,5;151;5;3;0;0;0;0,1;31,5
25/09/2023 3:00;2;80;7,7;2;0;0;0;0,1;30,7
25/09/2023 4:00;3,3;84;6,8;3;0;0;0;0,1;29,7
25/09/2023 5:00;2,5;38;6,4;4;10,4;10;20;0,2;20,6
25/09/2023 6:00;2;50;6,1;5;22,5;19,9;42,5;0,5;8,3
25/09/2023 7:00;3,4;86;8;8;24;20,2;44,3;0,8;10,4
25/09/2023 8:00;3,6;93;0;12;8,8;8,1;16,8;0,6;21,7
25/09/2023 9:00;2,6;106;7,6;7;6,9;5,6;12,5;0,4;24,4
25/09/2023 10:00;1,7;163;9,6;5;5,2;5,4;10,6;0,4;25,9
25/09/2023 11:00;2,2;151;8,4;6;3,8;2,9;6,7;0,3;29,2
25/09/2023 12:00;2,9;122;9,4;3;3;0;3;0,2;30
25/09/2023 13:00;2,7;122;13,8;3;3,5;2,2;5,7;0,3;26,7
25/09/2023 14:00;3,2;112;11;3;4,1;1,1;5,1;0,3;27,2
25/09/2023 15:00;3,1;127;8,5;3;0;0;0;0,2;28,6
25/09/2023 16:00;4,5;95;6,6;2;10,1;5,4;15,6;0,4;23,7
25/09/2023 17:00;4,6;92;5,2;0;9,6;4,9;14,6;0,4;21,4
25/09/2023 18:00;2,8;98;8,8;4;10,1;10,2;20,2;0,6;17,6
25/09/2023 19:00;3,6;88;6,3;3;11,7;11,3;22,9;0,6;16,2
25/09/2023 20:00;3,4;82;7,3;4;9,2;11,8;21;0,6;13,6
25/09/2023 21:00;1,5;92;12,8;6;6,2;14,3;20,5;0,6;8,5
25/09/2023 22:00;0,6;37;10,3;8;7,8;18,8;26,5;0,7;3,8
25/09/2023 23:00;1,6;23;11;11;23;23,9;46,8;0,9;0,6
26/09/2023 0:00;0,8;27;12;12;29,8;22;51,7;0,8;0,3
26/09/2023 1:00;0,2;335;17,6;8;26,8;22;48,8;0,7;0,5
26/09/2023 2:00;0,8;311;19,9;8;23;21,2;44,1;0,6;0,2
26/09/2023 3:00;1,1;7;22,1;15;15,5;18,9;34,4;0,4;0,5
26/09/2023 4:00;1,2;37;22,3;12;8,7;16,3;25;0,3;1,6
26/09/2023 5:00;0,8;357;23;8;21,2;17,2;38,5;0,4;0,4
26/09/2023 6:00;1,3;48;18,2;14;55,1;20;74,9;0,7;0,2
26/09/2023 7:00;1,5;43;20,6;16;78,7;25,1;103,8;1,3;1,5
26/09/2023 8:00;1,4;26;34,6;27;60,9;27,1;88;1,5;4,9
26/09/2023 9:00;1,6;38;47,6;24;22;22,7;44,6;0;1,3
26/09/2023 10:00;1,7;296;39,9;14;7,3;8;15,3;0;0
26/09/2023 11:00;0,4;61;35,4;10;7,1;10,8;17,9;0;0
26/09/2023 12:00;1,8;74;26,1;0;6,8;12,5;19,3;0,4;31,7
26/09/2023 13:00;2,4;282;31,6;0;0;0;0;0,5;40,1
26/09/2023 14:00;3,3;267;27,9;0;0;0;0;0,5;37
26/09/2023 15:00;2;312;28,2;18;6,2;16,6;22,8;0,6;32,4
26/09/2023 16:00;2,6;308;38,8;17;9,2;25,1;34,2;0,7;21,5
26/09/2023 17:00;2,8;292;46,4;21;9,6;21,4;31;0,7;20,9
26/09/2023 18:00;1,4;323;42;16;15,2;35,6;50,8;1,2;9
26/09/2023 19:00;1,1;331;42,8;21;24;40,7;64,7;1,5;1,5
26/09/2023 20:00;1,2;308;46,1;26;32;40,3;72,3;1,5;0,4
26/09/2023 21:00;1,1;356;48,8;30;40,7;38,2;78,8;1,6;0,2
26/09/2023 22:00;1,1;14;49;35;31,1;36,2;67,3;1,4;0,3
26/09/2023 23:00;1,2;18;52,8;24;66,3;33,8;100,1;1,9;0,2
27/09/2023 0:00;1,2;34;54,6;33;45,4;26,6;72,1;1,1;0,1
27/09/2023 1:00;1,2;38;53,2;22;35,9;25,1;61;0,7;0,1
27/09/2023 2:00;1;12;43,7;14;22,8;21,6;44,4;0,5;0,1
27/09/2023 3:00;0,7;343;41;21;29,8;20;49,7;0,5;0,1
27/09/2023 4:00;0,8;275;35,6;11;31,1;18,2;49,3;0,5;0,1
27/09/2023 5:00;0,7;297;25,2;11;42,6;17,7;60,3;0,5;0,1
27/09/2023 6:00;1;11;25,1;21;138,6;24,7;163,6;1,3;0,4
27/09/2023 7:00;1,3;56;54,5;40;86,1;22;108;1,2;0,6
27/09/2023 8:00;1;50;61,4;34;57,9;24,5;82,4;1,1;4,4
27/09/2023 9:00;0,8;6;59,7;28;35,6;32,1;67,7;1,1;14,2
27/09/2023 10:00;0,6;313;51,5;32;11,5;20,7;32,2;0,6;30,3
27/09/2023 11:00;1,5;319;55,2;22;7,8;15,5;23,2;0,5;41,5
27/09/2023 12:00;1,3;278;43;17;3,8;11,8;15,6;0,3;44,3
27/09/2023 13:00;2,5;254;30,8;10;4;16,3;20,4;0,5;50
27/09/2023 14:00;4,3;251;38,7;19;4,3;22,1;26,4;0,6;58,5
27/09/2023 15:00;1,1;295;48,7;37;4,6;27,8;32,5;0,7;34,7
27/09/2023 16:00;1,3;86;47,5;36;10,3;37,4;47,7;0,9;23,8
27/09/2023 17:00;0,7;247;63;41;11,6;37,6;49;0,9;24,2
27/09/2023 18:00;1,5;286;51,7;33;10,1;35,9;46;1,1;17,1
27/09/2023 19:00;0,8;55;56,3;21;23,1;41,9;65;1,4;8,7
27/09/2023 20:00;1,3;49;52,1;29;54,6;39,1;93,7;1,8;0,1
27/09/2023 21:00;0,8;1;40,1;21;84,5;32,6;116,8;2,1;0,1
27/09/2023 22:00;0,4;90;53,3;34;37,5;26,7;64,2;1,2;0,2
27/09/2023 23:00;1,3;360;43,4;11;68,7;29;97,6;1,8;0,1
28/09/2023 0:00;1,6;27;42,4;22;41,6;26,4;68,1;1;0,1
28/09/2023 1:00;0,2;330;45,4;17;34,8;24,6;59,4;0,8;0
28/09/2023 2:00;0,9;30;39,6;18;30;23,7;53,7;0,6;0,1
28/09/2023 3:00;0,4;300;28,3;14;25,6;21;46,6;0,6;0,1
28/09/2023 4:00;0,7;16;34,3;25;14,2;17,4;31,5;0,4;0,1
28/09/2023 5:00;0,3;141;34,4;17;59,7;21;80,9;0,7;0
28/09/2023 6:00;2;35;35,6;20;104,8;23;127,7;1,2;0,1
28/09/2023 7:00;1,2;34;45,6;37;105,8;27,7;133,6;1,7;0,7
28/09/2023 8:00;1,1;65;61;42;58,8;33;91,7;1,4;4,5
28/09/2023 9:00;1,7;46;50,4;32;30,2;22,1;52,3;0,8;13,7
28/09/2023 10:00;0,3;47;43,1;30;10,1;16,5;26,6;0,5;27,9
28/09/2023 11:00;0,7;190;34,6;15;6,4;11,8;18,2;0,4;32,5
28/09/2023 12:00;1;238;26;12;5,2;8,7;13,9;0,3;32
28/09/2023 13:00;3,3;280;31;10;6,8;24,5;31,3;0,6;38,3
28/09/2023 14:00;1,7;282;35,1;31;12,2;27,9;40,1;0,7;19,2
28/09/2023 15:00;1,7;221;30,6;21;13,6;29,8;43,4;0,9;23
28/09/2023 16:00;1,4;243;42,8;26;10;25,9;35,9;0,7;35,5
28/09/2023 17:00;2;307;44,7;23;11,2;35,5;46,7;0,9;26,9
28/09/2023 18:00;1,9;312;42;35;16;34,6;50,4;1;16,7
28/09/2023 19:00;1,1;270;45,4;30;34,7;43,2;77,9;1,9;2
28/09/2023 20:00;0,8;67;42,7;36;47;40,9;87,9;2;0,4
28/09/2023 21:00;1,3;317;54,3;32;52,9;38,1;90,9;1,8;0,6
28/09/2023 22:00;1,3;320;39,7;38;45,6;40,2;85,6;1,7;0,3
28/09/2023 23:00;1,1;24;45,3;34;33,1;34,5;67,5;1,4;0,4
29/09/2023 0:00;1;50;38,4;33;26;27,4;53,4;1;0,5
29/09/2023 1:00;1;332;39,7;16;50,4;27,7;78;1,1;0,3
29/09/2023 2:00;0,9;356;39,5;19;21,8;24,5;46,3;0,8;0,4
29/09/2023 3:00;0,8;334;33,3;14;35,2;21,1;56,3;0,7;0,4
29/09/2023 4:00;0,9;309;31,7;14;49,5;22,3;71,8;0,8;0,2
29/09/2023 5:00;0,6;279;32,1;21;70,4;21,4;91,7;0,8;0,1
29/09/2023 6:00;0,9;33;36,8;22;0;0;0;1,6;0,3
29/09/2023 7:00;2,3;40;48,7;48;93,2;26,8;120,1;1,4;0,7
29/09/2023 8:00;2;47;54;36;50,9;24,9;75,8;1,1;5,6
29/09/2023 9:00;0,9;282;48,1;28;20,2;27,4;47,9;0,9;10,1
29/09/2023 10:00;0,9;174;49,9;23;19,2;26;45,2;0,8;16,2
29/09/2023 11:00;2,5;155;38,4;16;5,4;8,3;13,7;0,3;24,9
